1248
6148.015 -3329.688 31.624 0
6144.615 -3335.388 31.9493 0
6143.235 -3336.888 32.15 0
6141.805 -3338.138 32.3307 0
6138.815 -3340.378 32.7167 0
6135.995 -3342.208 33.058 0
6132.545 -3344.308 33.453 0
6130.235 -3345.508 33.6942 0
6127.135 -3347.098 33.993 0
6123.425 -3348.858 34.3177 0
6119.855 -3350.508 34.5675 0
6116.585 -3352.058 34.7594 0
6113.035 -3353.718 34.9266 0
6109.666 -3355.418 35.027 0
6106.065 -3357.398 35.0939 0
6102.655 -3359.338 35.1205 0
6099.505 -3361.358 35.1178 0
6096.305 -3363.468 35.0914 0
6093.285 -3365.779 35.046 0
6090.565 -3367.948 34.9928 0
6087.825 -3370.428 34.9276 0
6084.685 -3373.368 34.8495 0
6082.205 -3375.998 34.7875 0
6079.725 -3378.628 34.7323 0
6077.985 -3380.598 34.6959 0
6073.565 -3388.728 34.4572 0
6072.175 -3397.808 34.0309 0
6072.895 -3409.368 33.3805 0
6075.215 -3419.779 32.7399 0
6075.595 -3421.638 32.6256 0
6076.666 -3425.268 32.3976 0
6078.755 -3432.388 31.9491 0
6079.905 -3435.868 31.7328 0
6081.675 -3441.158 31.4069 0
6085.275 -3451.828 30.7701 0
6088.225 -3460.588 30.2755 0
6091.385 -3471.168 29.7386 0
6092.695 -3476.918 29.5067 0
6094.105 -3482.798 29.2725 0
6095.045 -3492.358 29.0444 0
6095.075 -3493.968 29.0132 0
6095.105 -3508.898 28.8064 0
6095.095 -3526.388 28.5559 0
6095.215 -3549.068 28.1758 0
6095.215 -3562.248 27.9182 0
6095.175 -3582.638 27.4319 0
6095.155 -3608.598 26.6807 0
6095.095 -3623.608 26.375 0
6095.105 -3651.478 26.1719 0
6095.125 -3668.168 25.9919 0
6095.145 -3691.298 25.6289 0
6095.095 -3716.558 25.1702 0
6095.125 -3729.279 24.95 0
6095.035 -3744.279 24.731 0
6095.105 -3757.918 24.5798 0
6095.135 -3776.978 24.4946 0
6095.175 -3778.388 24.5122 0
6095.445 -3782.288 24.561 0
6096.525 -3789.348 24.483 0
6098.045 -3794.958 24.1749 0
6099.995 -3800.548 23.8182 0
6102.865 -3805.618 23.4645 0
6106.475 -3810.388 23.1371 0
6110.255 -3813.898 22.9198 0
6114.695 -3817.078 22.7621 0
6119.855 -3819.668 22.6588 0
6125.685 -3821.798 22.5983 0
6132.315 -3823.348 22.5714 0
6139.735 -3824.428 22.569 0
6148.195 -3825.078 22.5824 0
6157.625 -3825.138 22.6019 0
6165.595 -3824.758 22.6022 0
6173.785 -3824.668 22.6022 0
6184.465 -3824.618 22.6022 0
6192.535 -3824.638 22.6022 0
6238.985 -3824.628 22.6022 0
6256.725 -3824.588 22.6022 2
6269.825 -3824.608 22.6022 0
6291.495 -3824.598 22.6022 0
6330.975 -3824.548 22.6022 0
6346.435 -3824.568 22.6021 0
6354.025 -3824.598 22.6021 0
6359.045 -3824.239 22.5876 0
6363.905 -3823.198 22.5632 0
6368.595 -3821.558 22.5552 0
6373.005 -3819.228 22.5913 0
6377.075 -3816.328 22.6995 0
6380.825 -3812.818 22.9097 0
6387.305 -3805.838 23.3403 0
6393.745 -3798.958 23.6575 0
6400.295 -3791.868 23.8918 0
6406.865 -3784.928 24.0576 0
6413.305 -3777.828 24.1777 0
6419.875 -3770.758 24.2764 0
6426.665 -3763.688 24.3743 0
6434.405 -3756.458 24.4949 0
6442.605 -3749.148 24.6599 0
6450.935 -3741.888 24.8926 0
6458.825 -3734.588 25.2134 0
6466.005 -3727.468 25.4868 0
6469.105 -3723.538 25.6604 0
6471.885 -3719.228 25.9106 0
6474.135 -3714.718 26.1655 0
6475.855 -3709.968 26.3638 0
6476.835 -3704.958 26.4331 0
6477.345 -3699.878 26.3359 0
6477.705 -3687.128 26.0964 0
6477.885 -3674.088 26.2925 0
6476.565 -3661.398 26.8879 0
6474.685 -3648.828 27.9185 0
6472.795 -3636.348 29.0154 0
6470.845 -3623.618 29.856 0
6469.865 -3610.798 30.427 0
6469.845 -3597.848 31.0215 0
6470.045 -3584.968 31.5942 0
6470.295 -3572.018 32.1155 0
6470.495 -3559.158 32.5532 0
6470.545 -3546.298 32.8994 0
6470.635 -3528.608 33.1986 0
