851
5522.695 -1580.918 25.1833 0
5527.385 -1583.158 25.1337 0
5531.675 -1585.408 25.0986 0
5539.666 -1590.238 25.0532 0
5550.885 -1597.708 25.1672611 0
5566.695 -1610.908 25.2356873 0
5577.625 -1620.238 25.27523 0
5588.525 -1629.358 25.1433735 0
5598.845 -1638.038 25.1284122 2
5604.275 -1642.168 25.0530338 0
5610.535 -1646.638 24.9928265 0
5617.725 -1649.128 24.9502869 0
5631.925 -1650.878 24.8324356 0
5645.445 -1651.168 25.2331 0
5679.495 -1651.458 29.5065 0
5708.895 -1651.368 32.8315 0
5717.895 -1651.428 33.6938 0
5733.625 -1651.418 35.1142 0
5742.615 -1651.508 35.8818 0
5749.416 -1651.498 36.4094 0
5756.175 -1651.648 36.8859 0
5762.765 -1651.958 37.1611 0
5766.905 -1652.098 37.258 0
5770.416 -1652.868 37.2001 0
5773.525 -1654.328 37.1341 0
5776.445 -1656.368 37.1215 0
5777.805 -1657.638 37.2028 0
5782.305 -1664.608 36.9823 0
5788.135 -1673.988 36.3258 0
5794.965 -1685.738 35.431 0
5801.865 -1697.418 34.4803 0
5811.115 -1712.848 33.0817 0
5819.455 -1726.308 31.6022 0
5824.185 -1733.908 30.6737 0
5830.105 -1743.428 29.4672 0
5835.025 -1751.068 28.4882 0
5838.865 -1756.948 27.744 0
5843.195 -1762.738 27.1249 0
5846.745 -1766.288 26.7682 0
5851.115 -1769.398 26.39 0
5856.215 -1771.198 26.0819 0
5861.515 -1772.318 25.97724 0
5866.435 -1772.638 25.9562988 0
5881.555 -1772.558 25.9583187 0
5900.495 -1772.578 25.95039 0
5914.305 -1772.578 25.9568214 0
5924.555 -1772.668 25.9342155 0
5946.315 -1772.638 25.9618587 2
5969.065 -1773.158 26.1699 0
5998.885 -1774.398 26.9183 0
6014.055 -1774.608 27.1971 0
6029.515 -1774.158 27.5567 0
6042.205 -1772.808 27.8397 0
6055.085 -1769.558 28.0984 0
6065.265 -1764.788 28.2671 0
6069.705 -1761.938 28.3181 0
6075.875 -1757.018 28.3518 0
6081.645 -1752.028 28.3679 0
6099.365 -1734.258 28.077 0
6113.765 -1720.248 27.8499 0
6126.305 -1707.958 27.7794 0
6142.295 -1692.288 27.6351 0
6163.695 -1671.148 27.6353 0
6185.025 -1649.998 27.4964 0
6204.465 -1630.788 27.3162 0
6215.295 -1620.478 27.1688 0
6226.055 -1609.708 27.0833 0
6240.235 -1595.708 26.8377 0
6252.655 -1583.928 26.4263 0
6258.195 -1580.238 26.1116 0
6264.275 -1577.168 25.6461 0
6270.945 -1574.748 25.1526 0
6278.075 -1572.778 24.773 0
6287.825 -1569.848 24.5982 0
6295.205 -1566.848 24.4925 0
6299.985 -1564.688 24.1429 0
6306.865 -1560.738 24.1866 0
6313.485 -1556.028 24.1695 0
6319.475 -1551.188 24.0909 0
6325.075 -1545.518 23.9424 0
6331.765 -1537.998 23.6614 0
6338.385 -1531.188 23.325 0
6341.845 -1528.448 23.1441 0
6345.635 -1525.928 22.9269 0
6349.575 -1523.998 22.8147 0
6353.785 -1522.438 22.7369 0
6358.285 -1521.198 22.803 0
6362.885 -1520.318 22.6502 0
6367.665 -1519.548 22.7668 0
