1273
6105.295 -3686.648 25.7312 0
6105.265 -3679.268 25.8432 0
6105.245 -3670.018 25.9709 0
6105.275 -3660.698 26.081 0
6105.305 -3643.918 26.2121 0
6105.305 -3633.588 26.2429 0
6105.155 -3620.578 26.3972 0
6105.085 -3603.898 26.6836 0
6105.105 -3588.928 26.9956 0
6105.105 -3581.518 27.1587 0
6104.985 -3568.468 27.4683 0
6104.965 -3557.328 27.7437 0
6104.985 -3546.328 28.021 0
6104.965 -3525.858 28.5537 0
6104.935 -3499.718 29.231 0
6104.945 -3484.898 29.5896 0
6104.935 -3472.078 29.8691 0
6104.735 -3466.118 30.0437 0
6104.495 -3462.318 30.2302 0
6103.545 -3453.038 30.7441 0
6102.095 -3442.288 31.4687 0
6100.495 -3429.279 32.4394 0
6099.625 -3421.779 33.0159 0
6098.905 -3414.398 33.5691 0
6098.395 -3409.779 33.9099 0
6098.265 -3407.048 34.0918 0
6098.045 -3401.298 34.4731 0
6098.025 -3399.448 34.5776 0
6098.065 -3395.748 34.7756 0
6098.225 -3392.708 34.9377 0
6098.705 -3388.308 35.0823 0
6099.166 -3385.288 35.1802 0
6099.995 -3382.489 35.2317 0
6101.425 -3379.688 35.281 0
6103.535 -3376.698 35.3237 0
6106.035 -3373.978 35.3479 0
6108.865 -3371.458 35.352 0
6111.775 -3369.198 35.3347 0
6116.475 -3365.808 35.2664 0
6119.845 -3363.578 35.1838 0
6128.425 -3358.168 34.8049 0
6133.605 -3355.118 34.4119 0
6143.405 -3349.168 33.4163 0
6147.835 -3345.848 32.8733 0
6151.485 -3342.518 32.3911 0
6154.755 -3338.728 31.9456 0
6157.365 -3334.258 31.5835 0
6158.895 -3329.248 31.3787 0
6159.085 -3326.698 31.3674 0
6159.085 -3323.708 31.3551 0
6159.015 -3320.398 31.4403 0
6159.035 -3305.548 31.8075 0
6159.095 -3293.038 32.0748 0
6158.995 -3282.958 32.2647 0
6159.055 -3267.958 32.5047 0
6159.055 -3245.428 32.9544 0
