806
6196.155 -1625.588 27.3393 0
6180.385 -1641.328 27.4786 0
6174.765 -1646.618 27.525 0
6171.285 -1650.198 27.556 0
6166.015 -1655.498 27.6019 0
6158.865 -1662.428 27.6309 0
6148.175 -1672.988 27.6412 0
6141.085 -1680.018 27.638 0
6135.765 -1685.338 27.6343 0
6132.155 -1688.828 27.6409 0
6121.525 -1699.358 27.7579 0
6112.585 -1708.078 27.8199 0
6101.765 -1718.458 27.9249 0
6094.645 -1725.448 28.045 0
6087.585 -1732.478 28.1641 0
6080.495 -1739.678 28.2693 0
6075.225 -1744.818 28.3299 0
6071.525 -1748.088 28.3487 0
6067.815 -1751.298 28.3594 0
6064.055 -1754.058 28.3299 0
6060.195 -1756.548 28.2659 0
6056.185 -1758.538 28.1912 0
6051.955 -1760.238 28.1031 0
6047.625 -1761.628 28.0037 0
6043.065 -1762.598 27.897 0
6038.416 -1763.448 27.7867 0
6033.655 -1764.028 27.6729 0
6028.825 -1764.358 27.5557 0
6023.925 -1764.658 27.4376 0
6016.555 -1764.898 27.2593 0
6009.135 -1764.898 27.0809 0
5996.705 -1764.708 26.783 0
5989.285 -1764.488 26.6067 0
5981.765 -1764.188 26.4285 0
5974.255 -1763.818 26.2557 0
5966.785 -1763.548 26.0865 0
5961.825 -1763.278 25.9915 0
5951.815 -1763.138 25.9810619 0
5946.855 -1763.018 25.956953 0
5942.145 -1762.888 25.9103966 0
5933.805 -1762.928 25.9051876 0
5925.485 -1762.938 25.8679256 0
5909.905 -1763.008 25.89701 0
5896.416 -1762.988 25.9273224 0
5871.365 -1762.998 25.9232 2
5864.745 -1762.958 25.8854 0
5860.875 -1762.468 25.9903 0
5856.075 -1760.748 26.3307 0
5851.365 -1757.198 26.9266 0
5846.725 -1751.208 27.7049 0
5842.365 -1744.858 28.5995 0
5837.235 -1736.668 29.6783 0
5825.985 -1718.578 31.9291 0
5815.695 -1701.778 33.6644 0
5805.135 -1683.878 35.191 0
5791.735 -1661.598 36.8539 0
5785.605 -1652.018 37.2196 0
